,locationId,location,iso3,iso2,locationTypeId,indicatorId,indicator,indicatorDisplayName,sourceId,source,revision,variantId,variant,variantShortName,variantLabel,timeId,timeLabel,timeMid,categoryId,category,estimateTypeId,estimateType,estimateMethodId,estimateMethod,sexId,sex,ageId,ageLabel,ageStart,ageEnd,ageMid,value
73,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1971
74,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,2427
75,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1965
76,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1963
77,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1971
78,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,2429
79,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,2429
80,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1854
81,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,2130
82,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1578
83,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1861
84,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,2292
85,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1855
86,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1854
87,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1861
88,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,2293
89,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,2293
90,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,1,95% lower bound,LOWER95,95% Lower,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3266
91,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,2,80% lower bound,LOWER80,80% Lower,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3452
92,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3817
93,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,5,80% upper bound,UPPER80,80% Upper,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,4162
94,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,6,95% upper bound,UPPER95,95% Upper,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,4336
95,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,4385
96,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3250
97,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3832
98,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,4719
99,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3820
0,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3817
1,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3832
2,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,4722
3,258,French Polynesia,PYF,PF,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,4722
4,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1808
5,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1947
6,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1668
7,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1827
8,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1239
9,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1818
10,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1808
11,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1827
12,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1246
13,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1246
14,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1687
15,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1817
16,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1557
17,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1705
18,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1157
19,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1697
20,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1687
21,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1705
22,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1163
23,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1163
24,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,1,95% lower bound,LOWER95,95% Lower,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2945
25,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,2,80% lower bound,LOWER80,80% Lower,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3109
26,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3495
27,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,5,80% upper bound,UPPER80,80% Upper,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3886
28,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,6,95% upper bound,UPPER95,95% Upper,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,4093
29,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3765
30,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3225
31,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3532
32,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2396
33,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3514
34,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3495
35,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3532
36,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2409
37,296,Kiribati,KIR,KI,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2409
38,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1459
39,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1604
40,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1315
41,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1477
42,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1219
43,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1469
44,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1459
45,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1477
46,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1228
47,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,1228
48,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1364
49,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1499
50,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1229
51,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1380
52,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1140
53,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1374
54,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1364
55,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1380
56,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1148
57,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,2,Female,188,Total,0,-1,0,1148
58,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,1,95% lower bound,LOWER95,95% Lower,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2381
59,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,2,80% lower bound,LOWER80,80% Lower,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2547
60,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2823
61,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,5,80% upper bound,UPPER80,80% Upper,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3119
62,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,6,95% upper bound,UPPER95,95% Upper,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3273
63,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,3103
64,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2544
65,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2857
66,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2359
67,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2843
68,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,14,Constant-mortality,ConstantMORTALITY,Constant-mort.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2823
69,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,15,No change,NoCHANGE,No change,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2857
70,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,16,Momentum,MOMENTUM,Momentum,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2375
71,316,Guam,GUM,GU,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,17,Instant-replacement-zero-migration,InstantReplacementZeroMIGRATION,Inst.-replac.-Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,188,Total,0,-1,0,2375
72,520,Nauru,NRU,NR,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,172
73,520,Nauru,NRU,NR,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,9,High-fertility,HIGH,High-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,185
74,520,Nauru,NRU,NR,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,10,Low-fertility,LOW,Low-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,160
75,520,Nauru,NRU,NR,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,11,Constant-fertility,ConstantFERTILITY,Constant-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,174
76,520,Nauru,NRU,NR,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,12,Instant-replacement-fertility,InstantREPLACEMENT,Inst.-replac.-fert.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,111
77,520,Nauru,NRU,NR,4,57,Total births by sex,Total number of live births by sex,25,World Population Prospects,0,13,Zero-migration,ZeroMIGRATION,Zero-mig.,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,1,Male,188,Total,0,-1,0,176
